N_estado,voto,genero,edad,ponderado,partido,encuesta,homo_pon
MEXICO,7.0,1.0,33.0,71102.69098119572,MORENA-PT-Partido Verde,5,71893.87132362752
MEXICO,5.0,2.0,72.0,82799.94608223598,MORENA-PT-Partido Verde,5,83721.28518755907
GUERRERO,7.0,2.0,30.0,55624.000107806736,MORENA-PT-Partido Verde,5,56242.94455063183
MEXICO,7.0,1.0,50.0,73033.17314573129,MORENA-PT-Partido Verde,5,73845.83452522257
MEXICO,4.0,2.0,23.0,77613.51535348102,MORENA-PT-Partido Verde,5,78477.14353417735
MEXICO,1.0,1.0,21.0,60538.81020668573,PAN-PRI-PRD,5,61212.44317231297
CIUDAD DE MEXICO,99.0,2.0,33.0,56227.095202186276,NS,5,56852.75045970355
CIUDAD DE MEXICO,6.0,1.0,24.0,54685.29879527665,Movimiento Ciudadano,5,55293.798035316315
GUANAJUATO,5.0,2.0,40.0,67759.01918539469,MORENA-PT-Partido Verde,5,68512.99351832285
GUANAJUATO,7.0,1.0,55.0,81760.27452082977,MORENA-PT-Partido Verde,5,82670.04489801305
CIUDAD DE MEXICO,1.0,2.0,35.0,56227.095202186276,PAN-PRI-PRD,5,56852.75045970355
GUERRERO,99.0,2.0,33.0,55624.000107806736,NS,5,56242.94455063183
GUERRERO,7.0,1.0,26.0,63538.844878041615,MORENA-PT-Partido Verde,5,64245.86010284689
CIUDAD DE MEXICO,99.0,2.0,21.0,70109.04679438466,NS,5,70889.17056867357
CIUDAD DE MEXICO,99.0,1.0,25.0,54685.29879527665,NS,5,55293.798035316315
GUANAJUATO,6.0,2.0,33.0,69683.68522179291,Movimiento Ciudadano,5,70459.07587402953
TLAXCALA,7.0,2.0,23.0,79351.50469929355,MORENA-PT-Partido Verde,5,80234.47199341565
GUERRERO,1.0,1.0,25.0,54098.74109885793,PAN-PRI-PRD,5,54700.713540647
CIUDAD DE MEXICO,7.0,1.0,68.0,64665.26390358502,MORENA-PT-Partido Verde,5,65384.81312081805
GUANAJUATO,99.0,2.0,36.0,67759.01918539469,NS,5,68512.99351832285
CIUDAD DE MEXICO,99.0,2.0,34.0,56227.095202186276,NS,5,56852.75045970355
TLAXCALA,1.0,1.0,60.0,74668.59548474106,PAN-PRI-PRD,5,75499.45468471345
TLAXCALA,7.0,2.0,25.0,79351.50469929355,MORENA-PT-Partido Verde,5,80234.47199341565
GUANAJUATO,5.0,2.0,70.0,92694.12830365569,MORENA-PT-Partido Verde,5,93725.56285501605
NUEVO LEON,6.0,1.0,22.0,63659.643503971914,Movimiento Ciudadano,5,64368.002890255615
NUEVO LEON,7.0,2.0,70.0,87068.36212584043,MORENA-PT-Partido Verde,5,88037.19713913012
NUEVO LEON,2.0,2.0,68.0,87068.36212584043,PAN-PRI-PRD,5,88037.19713913012
CIUDAD DE MEXICO,1.0,2.0,30.0,56227.095202186276,PAN-PRI-PRD,5,56852.75045970355
CIUDAD DE MEXICO,7.0,1.0,50.0,65971.57892277873,MORENA-PT-Partido Verde,5,66705.66388753337
CIUDAD DE MEXICO,99.0,1.0,35.0,64227.75552046611,NS,5,64942.436454549854
GUANAJUATO,4.0,2.0,35.0,69683.68522179291,MORENA-PT-Partido Verde,5,70459.07587402953
GUANAJUATO,1.0,2.0,32.0,69683.68522179291,PAN-PRI-PRD,5,70459.07587402953
GUANAJUATO,1.0,2.0,43.0,67759.01918539469,PAN-PRI-PRD,5,68512.99351832285
TLAXCALA,7.0,2.0,22.0,79351.50469929355,MORENA-PT-Partido Verde,5,80234.47199341565
TLAXCALA,7.0,2.0,55.0,62128.0449007356,MORENA-PT-Partido Verde,5,62819.361743472
TLAXCALA,7.0,2.0,43.0,61881.77355872334,MORENA-PT-Partido Verde,5,62570.35006854103
TLAXCALA,7.0,2.0,73.0,84654.07449620328,MORENA-PT-Partido Verde,5,85596.04502817466
TLAXCALA,7.0,2.0,70.0,84654.07449620328,MORENA-PT-Partido Verde,5,85596.04502817466
TLAXCALA,1.0,1.0,22.0,61894.4479028807,PAN-PRI-PRD,5,62583.165443815684
TLAXCALA,7.0,1.0,33.0,72694.88428439952,MORENA-PT-Partido Verde,5,73503.78142524588
GUANAJUATO,5.0,2.0,45.0,67759.01918539469,MORENA-PT-Partido Verde,5,68512.99351832285
GUANAJUATO,1.0,2.0,42.0,67759.01918539469,PAN-PRI-PRD,5,68512.99351832285
GUANAJUATO,1.0,1.0,48.0,81760.27452082977,PAN-PRI-PRD,5,82670.04489801305
GUANAJUATO,7.0,2.0,27.0,69683.68522179291,MORENA-PT-Partido Verde,5,70459.07587402953
GUANAJUATO,1.0,2.0,32.0,69683.68522179291,PAN-PRI-PRD,5,70459.07587402953
GUERRERO,1.0,2.0,19.0,62742.7802593203,PAN-PRI-PRD,5,63440.937441357484
GUERRERO,7.0,1.0,25.0,48939.58544023634,MORENA-PT-Partido Verde,5,49484.150455044524
HIDALGO,7.0,1.0,65.0,56190.089962557424,MORENA-PT-Partido Verde,5,56815.33345200014
HIDALGO,7.0,2.0,24.0,60920.398506982994,MORENA-PT-Partido Verde,5,61598.27751671814
HIDALGO,99.0,2.0,25.0,60920.398506982994,NS,5,61598.27751671814
NUEVO LEON,7.0,1.0,55.0,76798.10274678403,MORENA-PT-Partido Verde,5,77652.65759401735
NUEVO LEON,6.0,2.0,57.0,63899.90255968519,Movimiento Ciudadano,5,64610.93537842762
NUEVO LEON,7.0,1.0,32.0,74768.10238890554,MORENA-PT-Partido Verde,5,75600.06883116966
CHIAPAS,7.0,2.0,73.0,92654.82942580651,MORENA-PT-Partido Verde,5,93685.8266871121
CHIAPAS,3.0,2.0,47.0,67999.83860309857,PAN-PRI-PRD,5,68756.49260379645
CHIAPAS,7.0,2.0,23.0,86851.10759699909,MORENA-PT-Partido Verde,5,87817.52515589779
CHIAPAS,1.0,1.0,55.0,81725.61119209354,PAN-PRI-PRD,5,82634.99586032654
CHIAPAS,7.0,1.0,26.0,79565.36225319986,MORENA-PT-Partido Verde,5,80450.7092025839
HIDALGO,99.0,2.0,31.0,31872.10702257686,NS,5,32226.75723623494
CHIAPAS,99.0,2.0,66.0,92654.82942580651,NS,5,93685.8266871121
CHIAPAS,7.0,2.0,48.0,67999.83860309857,MORENA-PT-Partido Verde,5,68756.49260379645
CHIAPAS,7.0,1.0,65.0,80107.34776568713,MORENA-PT-Partido Verde,5,80998.725545655
CHIAPAS,7.0,1.0,21.0,67744.1640815893,MORENA-PT-Partido Verde,5,68497.9731174527
CHIAPAS,7.0,1.0,73.0,80107.34776568713,MORENA-PT-Partido Verde,5,80998.725545655
GUERRERO,3.0,1.0,37.0,52813.98338300446,PAN-PRI-PRD,5,53401.65995166209
GUERRERO,7.0,1.0,33.0,57410.98681957745,MORENA-PT-Partido Verde,5,58049.81558378377
GUERRERO,7.0,2.0,28.0,50259.47108687655,MORENA-PT-Partido Verde,5,50818.72285352871
GUERRERO,1.0,2.0,24.0,62668.07128520915,PAN-PRI-PRD,5,63365.39715874164
HIDALGO,7.0,2.0,44.0,30991.798214287563,MORENA-PT-Partido Verde,5,31336.652975554505
GUERRERO,7.0,2.0,67.0,66855.79051355663,MORENA-PT-Partido Verde,5,67599.71435809934
HIDALGO,1.0,1.0,24.0,30998.145813815405,PAN-PRI-PRD,5,31343.07120667025
GUERRERO,7.0,2.0,63.0,66855.79051355663,MORENA-PT-Partido Verde,5,67599.71435809934
MEXICO,4.0,1.0,37.0,72549.73132962525,MORENA-PT-Partido Verde,5,73357.01331128596
HIDALGO,7.0,1.0,58.0,37395.7291642806,MORENA-PT-Partido Verde,5,37811.8423295827
MEXICO,7.0,2.0,66.0,91838.73907812624,MORENA-PT-Partido Verde,5,92860.65546454758
GUERRERO,99.0,2.0,46.0,49065.79606025589,NS,5,49611.7654573763
GUERRERO,7.0,2.0,70.0,66855.79051355663,MORENA-PT-Partido Verde,5,67599.71435809934
GUERRERO,7.0,2.0,58.0,49065.79606025589,MORENA-PT-Partido Verde,5,49611.7654573763
MEXICO,1.0,1.0,38.0,72549.73132962525,PAN-PRI-PRD,5,73357.01331128596
MEXICO,7.0,1.0,83.0,79401.77382318482,MORENA-PT-Partido Verde,5,80285.30047648314
MEXICO,7.0,1.0,69.0,79401.77382318482,MORENA-PT-Partido Verde,5,80285.30047648314
MEXICO,7.0,1.0,23.0,67147.48327432577,MORENA-PT-Partido Verde,5,67894.65286913709
MEXICO,7.0,2.0,44.0,67133.73324760844,MORENA-PT-Partido Verde,5,67880.74984186949
MEXICO,99.0,2.0,41.0,67133.73324760844,NS,5,67880.74984186949
GUERRERO,7.0,1.0,50.0,58969.73072327713,MORENA-PT-Partido Verde,5,59625.90408469171
MEXICO,7.0,1.0,18.0,67147.48327432577,MORENA-PT-Partido Verde,5,67894.65286913709
MEXICO,3.0,2.0,23.0,86086.13559246901,PAN-PRI-PRD,5,87044.0410851696
TLAXCALA,7.0,2.0,30.0,32065.037229302405,MORENA-PT-Partido Verde,5,32421.834233537833
TLAXCALA,1.0,2.0,34.0,32065.037229302405,PAN-PRI-PRD,5,32421.834233537833
TLAXCALA,5.0,2.0,23.0,39981.59939596947,MORENA-PT-Partido Verde,5,40426.48629215516
QUERETARO,6.0,1.0,59.0,59126.662049318504,Movimiento Ciudadano,5,59784.58163128483
YUCATAN,99.0,1.0,51.0,77447.50209487697,NS,5,78309.28299771393
TLAXCALA,7.0,2.0,23.0,39981.59939596947,MORENA-PT-Partido Verde,5,40426.48629215516
YUCATAN,7.0,1.0,56.0,77447.50209487697,MORENA-PT-Partido Verde,5,78309.28299771393
TAMAULIPAS,4.0,2.0,50.0,76909.18356851481,MORENA-PT-Partido Verde,5,77764.97444439011
YUCATAN,7.0,1.0,22.0,64197.944966022544,MORENA-PT-Partido Verde,5,64912.29418938835
QUERETARO,2.0,2.0,48.0,49196.37085421492,PAN-PRI-PRD,5,49743.793195081504
QUERETARO,6.0,1.0,46.0,59126.662049318504,Movimiento Ciudadano,5,59784.58163128483
QUERETARO,7.0,1.0,57.0,59126.662049318504,MORENA-PT-Partido Verde,5,59784.58163128483
TAMAULIPAS,1.0,1.0,48.0,92433.30811575457,PAN-PRI-PRD,5,93461.84044495245
TAMAULIPAS,7.0,2.0,29.0,78780.23385435506,MORENA-PT-Partido Verde,5,79656.8444514734
TAMAULIPAS,7.0,2.0,19.0,98230.34752029635,MORENA-PT-Partido Verde,5,99323.3851946209
TAMAULIPAS,99.0,1.0,57.0,92433.30811575457,NS,5,93461.84044495245
QUERETARO,7.0,1.0,21.0,49011.3960243251,MORENA-PT-Partido Verde,5,49556.76009640841
QUERETARO,1.0,2.0,33.0,50393.22251065045,PAN-PRI-PRD,5,50953.96256833354
TLAXCALA,7.0,2.0,53.0,31303.484563892955,MORENA-PT-Partido Verde,5,31651.807549912137
TLAXCALA,7.0,2.0,22.0,39981.59939596947,MORENA-PT-Partido Verde,5,40426.48629215516
TLAXCALA,6.0,1.0,42.0,33694.79039038253,Movimiento Ciudadano,5,34069.722132505776
QUERETARO,7.0,2.0,60.0,49196.37085421492,MORENA-PT-Partido Verde,5,49743.793195081504
TAMAULIPAS,6.0,1.0,55.0,92433.30811575457,Movimiento Ciudadano,5,93461.84044495245
QUERETARO,99.0,2.0,57.0,49196.37085421492,NS,5,49743.793195081504
QUERETARO,1.0,2.0,55.0,49196.37085421492,PAN-PRI-PRD,5,49743.793195081504
QUERETARO,2.0,1.0,23.0,49011.3960243251,PAN-PRI-PRD,5,49556.76009640841
YUCATAN,7.0,2.0,38.0,64184.79892665612,MORENA-PT-Partido Verde,5,64899.001870214735
TAMAULIPAS,7.0,2.0,43.0,76604.32079871824,MORENA-PT-Partido Verde,5,77456.71937780036
TAMAULIPAS,7.0,2.0,46.0,76909.18356851481,MORENA-PT-Partido Verde,5,77764.97444439011
TAMAULIPAS,7.0,2.0,50.0,76909.18356851481,MORENA-PT-Partido Verde,5,77764.97444439011
TAMAULIPAS,1.0,2.0,42.0,76604.32079871824,PAN-PRI-PRD,5,77456.71937780036
BAJA CALIFORNIA,7.0,1.0,28.0,72196.0488194791,MORENA-PT-Partido Verde,5,72999.39527288302
YUCATAN,4.0,2.0,62.0,87804.60606392923,MORENA-PT-Partido Verde,5,88781.63347785821
BAJA CALIFORNIA,7.0,2.0,30.0,63202.80192417783,MORENA-PT-Partido Verde,5,63906.07790120443
COLIMA,7.0,2.0,36.0,52309.52746457639,MORENA-PT-Partido Verde,5,52891.590805369146
COLIMA,99.0,2.0,46.0,52517.70406954238,NS,5,53102.08385202433
YUCATAN,7.0,2.0,45.0,64184.79892665612,MORENA-PT-Partido Verde,5,64899.001870214735
HIDALGO,7.0,2.0,22.0,39741.03649933159,MORENA-PT-Partido Verde,5,40183.24658213213
HIDALGO,6.0,2.0,32.0,31872.10702257686,Movimiento Ciudadano,5,32226.75723623494
COLIMA,1.0,2.0,33.0,53795.35727884282,PAN-PRI-PRD,5,54393.95388054348
COLIMA,7.0,1.0,24.0,52320.24126470958,MORENA-PT-Partido Verde,5,52902.423821075485
BAJA CALIFORNIA,1.0,2.0,25.0,78806.99121490655,PAN-PRI-PRD,5,79683.89954896552
MEXICO,3.0,2.0,25.0,86086.13559246901,PAN-PRI-PRD,5,87044.0410851696
MEXICO,4.0,2.0,60.0,67400.90585159809,MORENA-PT-Partido Verde,5,68150.89535320477
MEXICO,7.0,2.0,35.0,69040.63830366835,MORENA-PT-Partido Verde,5,69808.87358563895
COLIMA,7.0,1.0,40.0,56529.58624448111,MORENA-PT-Partido Verde,5,57158.60740788918
MEXICO,7.0,1.0,52.0,81005.78381919285,MORENA-PT-Partido Verde,5,81907.15875868671
YUCATAN,1.0,2.0,43.0,64184.79892665612,PAN-PRI-PRD,5,64899.001870214735
COLIMA,7.0,1.0,35.0,61450.000982929974,MORENA-PT-Partido Verde,5,62133.77303359634
MEXICO,99.0,1.0,65.0,79401.77382318482,NS,5,80285.30047648314
MEXICO,3.0,1.0,41.0,72549.73132962525,PAN-PRI-PRD,5,73357.01331128596
MEXICO,7.0,2.0,23.0,86086.13559246901,MORENA-PT-Partido Verde,5,87044.0410851696
MEXICO,7.0,2.0,69.0,91838.73907812624,MORENA-PT-Partido Verde,5,92860.65546454758
MEXICO,7.0,2.0,47.0,67400.90585159809,MORENA-PT-Partido Verde,5,68150.89535320477
BAJA CALIFORNIA,99.0,2.0,31.0,63202.80192417783,NS,5,63906.07790120443
MEXICO,7.0,2.0,29.0,69040.63830366835,MORENA-PT-Partido Verde,5,69808.87358563895
COLIMA,7.0,1.0,78.0,61868.587781656424,MORENA-PT-Partido Verde,5,62557.01756949397
MEXICO,2.0,1.0,52.0,81005.78381919285,PAN-PRI-PRD,5,81907.15875868671
YUCATAN,2.0,2.0,38.0,64184.79892665612,PAN-PRI-PRD,5,64899.001870214735
COLIMA,1.0,2.0,33.0,53795.35727884282,PAN-PRI-PRD,5,54393.95388054348
MEXICO,99.0,1.0,35.0,78864.56204076714,NS,5,79742.11098216586
MEXICO,7.0,1.0,22.0,67147.48327432577,MORENA-PT-Partido Verde,5,67894.65286913709
MEXICO,7.0,2.0,61.0,91838.73907812624,MORENA-PT-Partido Verde,5,92860.65546454758
MEXICO,2.0,2.0,40.0,67133.73324760844,PAN-PRI-PRD,5,67880.74984186949
BAJA CALIFORNIA,7.0,1.0,32.0,72196.0488194791,MORENA-PT-Partido Verde,5,72999.39527288302
YUCATAN,1.0,2.0,29.0,66007.9407612388,PAN-PRI-PRD,5,66742.43033475587
MEXICO,7.0,1.0,30.0,78864.56204076714,MORENA-PT-Partido Verde,5,79742.11098216586
MEXICO,2.0,2.0,34.0,69040.63830366835,PAN-PRI-PRD,5,69808.87358563895
COLIMA,6.0,1.0,76.0,61868.587781656424,Movimiento Ciudadano,5,62557.01756949397
MEXICO,99.0,2.0,24.0,86086.13559246901,NS,5,87044.0410851696
MEXICO,4.0,1.0,50.0,81005.78381919285,MORENA-PT-Partido Verde,5,81907.15875868671
MEXICO,7.0,1.0,43.0,72549.73132962525,MORENA-PT-Partido Verde,5,73357.01331128596
QUERETARO,7.0,2.0,39.0,60241.269090886904,MORENA-PT-Partido Verde,5,60911.59122989651
BAJA CALIFORNIA,7.0,1.0,36.0,66415.17824198604,MORENA-PT-Partido Verde,5,67154.19926550904
COLIMA,1.0,1.0,65.0,61868.587781656424,PAN-PRI-PRD,5,62557.01756949397
TLAXCALA,7.0,2.0,82.0,42653.32215904266,MORENA-PT-Partido Verde,5,43127.938092222605
TLAXCALA,7.0,2.0,42.0,31179.399681364823,MORENA-PT-Partido Verde,5,31526.34193877171
BAJA CALIFORNIA,3.0,2.0,45.0,61457.138130974396,PAN-PRI-PRD,5,62140.98959876486
YUCATAN,7.0,1.0,51.0,77447.50209487697,MORENA-PT-Partido Verde,5,78309.28299771393
BAJA CALIFORNIA,2.0,2.0,64.0,84073.17454671695,PAN-PRI-PRD,5,85008.68123583497
MEXICO,99.0,1.0,29.0,64908.01792658057,NS,5,65630.26833849963
MEXICO,99.0,2.0,60.0,55473.06790370331,NS,5,56090.33287995297
BAJA CALIFORNIA,1.0,1.0,30.0,72196.0488194791,PAN-PRI-PRD,5,72999.39527288302
MEXICO,5.0,1.0,30.0,64908.01792658057,MORENA-PT-Partido Verde,5,65630.26833849963
MEXICO,99.0,1.0,27.0,64908.01792658057,NS,5,65630.26833849963
QUERETARO,5.0,2.0,18.0,77247.87239364862,MORENA-PT-Partido Verde,5,78107.4319586825
QUERETARO,99.0,2.0,49.0,60481.011705397716,NS,5,61154.001530274436
MEXICO,7.0,1.0,55.0,66670.31087518018,MORENA-PT-Partido Verde,5,67412.17083378864
QUERETARO,7.0,2.0,23.0,77247.87239364862,MORENA-PT-Partido Verde,5,78107.4319586825
QUERETARO,99.0,1.0,24.0,60253.60743436068,NS,5,60924.06686571015
MEXICO,7.0,2.0,24.0,70851.60035983725,MORENA-PT-Partido Verde,5,71639.98674382604
QUERETARO,7.0,1.0,32.0,70767.7209922188,MORENA-PT-Partido Verde,5,71555.17402606459
QUERETARO,1.0,1.0,40.0,65101.219254110154,PAN-PRI-PRD,5,65825.61947344667
QUERETARO,1.0,2.0,57.0,60481.011705397716,PAN-PRI-PRD,5,61154.001530274436
QUERETARO,7.0,1.0,70.0,71249.77849115242,MORENA-PT-Partido Verde,5,72042.5955191286
QUERETARO,1.0,2.0,19.0,77247.87239364862,PAN-PRI-PRD,5,78107.4319586825
MEXICO,1.0,1.0,40.0,59710.71340353966,PAN-PRI-PRD,5,60375.13189495729
MEXICO,7.0,1.0,20.0,55264.49314258198,MORENA-PT-Partido Verde,5,55879.437246742986
BAJA CALIFORNIA,7.0,2.0,24.0,78806.99121490655,MORENA-PT-Partido Verde,5,79683.89954896552
MEXICO,2.0,2.0,33.0,56822.619345309686,PAN-PRI-PRD,5,57454.90117334041
MEXICO,5.0,2.0,56.0,55473.06790370331,MORENA-PT-Partido Verde,5,56090.33287995297
MEXICO,7.0,2.0,23.0,70851.60035983725,MORENA-PT-Partido Verde,5,71639.98674382604
MEXICO,3.0,1.0,63.0,65350.16013977783,PAN-PRI-PRD,5,66077.33039682248
MEXICO,7.0,1.0,95.0,65350.16013977783,MORENA-PT-Partido Verde,5,66077.33039682248
MEXICO,7.0,1.0,38.0,59710.71340353966,MORENA-PT-Partido Verde,5,60375.13189495729
MEXICO,7.0,1.0,36.0,59710.71340353966,MORENA-PT-Partido Verde,5,60375.13189495729
PUEBLA,1.0,1.0,21.0,51975.412995962084,PAN-PRI-PRD,5,52553.75854779295
PUEBLA,7.0,2.0,35.0,53440.80692760757,MORENA-PT-Partido Verde,5,54035.458344331004
PUEBLA,7.0,1.0,46.0,62702.41063039227,MORENA-PT-Partido Verde,5,63400.1186078157
MEXICO,7.0,2.0,36.0,55253.17643761888,MORENA-PT-Partido Verde,5,55867.99461750917
MEXICO,6.0,1.0,45.0,59710.71340353966,Movimiento Ciudadano,5,60375.13189495729
MEXICO,7.0,1.0,37.0,59710.71340353966,MORENA-PT-Partido Verde,5,60375.13189495729
TLAXCALA,7.0,2.0,30.0,32065.037229302405,MORENA-PT-Partido Verde,5,32421.834233537833
PUEBLA,7.0,2.0,35.0,53440.80692760757,MORENA-PT-Partido Verde,5,54035.458344331004
PUEBLA,99.0,1.0,55.0,62702.41063039227,NS,5,63400.1186078157
PUEBLA,99.0,1.0,18.0,51975.412995962084,NS,5,52553.75854779295
MEXICO,7.0,1.0,72.0,65350.16013977783,MORENA-PT-Partido Verde,5,66077.33039682248
CHIAPAS,99.0,2.0,59.0,67999.83860309857,NS,5,68756.49260379645
MEXICO,1.0,2.0,64.0,75586.17417232522,PAN-PRI-PRD,5,76427.24353748589
CHIAPAS,7.0,1.0,42.0,73194.4171785298,MORENA-PT-Partido Verde,5,74008.87276731645
CHIAPAS,7.0,2.0,38.0,67730.29187044091,MORENA-PT-Partido Verde,5,68483.94654617229
CHIAPAS,7.0,2.0,19.0,86851.10759699909,MORENA-PT-Partido Verde,5,87817.52515589779
CHIAPAS,7.0,1.0,50.0,81725.61119209354,MORENA-PT-Partido Verde,5,82634.99586032654
CHIAPAS,5.0,2.0,33.0,69654.1419197119,MORENA-PT-Partido Verde,5,70429.20383502542
CHIAPAS,1.0,1.0,42.0,73194.4171785298,PAN-PRI-PRD,5,74008.87276731645
CHIAPAS,1.0,2.0,58.0,67999.83860309857,PAN-PRI-PRD,5,68756.49260379645
CHIAPAS,6.0,1.0,51.0,81725.61119209354,Movimiento Ciudadano,5,82634.99586032654
CHIAPAS,5.0,2.0,39.0,67730.29187044091,MORENA-PT-Partido Verde,5,68483.94654617229
QUERETARO,7.0,2.0,28.0,61952.3966426527,MORENA-PT-Partido Verde,5,62641.75899608554
MEXICO,7.0,2.0,28.0,56822.619345309686,MORENA-PT-Partido Verde,5,57454.90117334041
MEXICO,7.0,2.0,38.0,55253.17643761888,MORENA-PT-Partido Verde,5,55867.99461750917
MEXICO,1.0,1.0,25.0,55264.49314258198,PAN-PRI-PRD,5,55879.437246742986
QUERETARO,99.0,1.0,33.0,70767.7209922188,NS,5,71555.17402606459
MEXICO,7.0,2.0,78.0,75586.17417232522,MORENA-PT-Partido Verde,5,76427.24353748589
COAHUILA DE ZARAGOZA,99.0,2.0,41.0,64368.72544860668,NS,5,65084.97499612094
MEXICO,5.0,2.0,35.0,56822.619345309686,MORENA-PT-Partido Verde,5,57454.90117334041
MEXICO,7.0,2.0,40.0,55253.17643761888,MORENA-PT-Partido Verde,5,55867.99461750917
MEXICO,5.0,1.0,19.0,55264.49314258198,MORENA-PT-Partido Verde,5,55879.437246742986
MEXICO,7.0,1.0,24.0,55264.49314258198,MORENA-PT-Partido Verde,5,55879.437246742986
MEXICO,99.0,2.0,36.0,55253.17643761888,NS,5,55867.99461750917
QUERETARO,7.0,2.0,26.0,61952.3966426527,MORENA-PT-Partido Verde,5,62641.75899608554
QUERETARO,3.0,1.0,67.0,71249.77849115242,PAN-PRI-PRD,5,72042.5955191286
QUERETARO,7.0,1.0,77.0,71249.77849115242,MORENA-PT-Partido Verde,5,72042.5955191286
QUERETARO,1.0,2.0,48.0,60481.011705397716,PAN-PRI-PRD,5,61154.001530274436
QUERETARO,1.0,2.0,57.0,60481.011705397716,PAN-PRI-PRD,5,61154.001530274436
QUERETARO,99.0,2.0,32.0,61952.3966426527,NS,5,62641.75899608554
COAHUILA DE ZARAGOZA,2.0,1.0,52.0,77669.43392191824,PAN-PRI-PRD,5,78533.68432480496
MEXICO,7.0,1.0,28.0,64908.01792658057,MORENA-PT-Partido Verde,5,65630.26833849963
COAHUILA DE ZARAGOZA,7.0,2.0,33.0,66197.09163758894,MORENA-PT-Partido Verde,5,66933.68594797401
COAHUILA DE ZARAGOZA,1.0,2.0,58.0,64624.89413105086,PAN-PRI-PRD,5,65343.99414207219
COAHUILA DE ZARAGOZA,99.0,2.0,57.0,64624.89413105086,NS,5,65343.99414207219
COAHUILA DE ZARAGOZA,7.0,1.0,60.0,77669.43392191824,MORENA-PT-Partido Verde,5,78533.68432480496
COAHUILA DE ZARAGOZA,7.0,2.0,47.0,64624.89413105086,MORENA-PT-Partido Verde,5,65343.99414207219
COAHUILA DE ZARAGOZA,7.0,2.0,57.0,64624.89413105086,MORENA-PT-Partido Verde,5,65343.99414207219
COAHUILA DE ZARAGOZA,7.0,2.0,45.0,64368.72544860668,MORENA-PT-Partido Verde,5,65084.97499612094
PUEBLA,7.0,1.0,33.0,74389.50338148224,MORENA-PT-Partido Verde,5,75217.25704237052
COAHUILA DE ZARAGOZA,7.0,1.0,41.0,69561.65717915272,MORENA-PT-Partido Verde,5,70335.68998983328
PUEBLA,7.0,1.0,51.0,76409.22454146744,MORENA-PT-Partido Verde,5,77259.45222769742
PUEBLA,1.0,2.0,23.0,81201.29889828547,PAN-PRI-PRD,5,82104.84939098403
PUEBLA,6.0,1.0,73.0,61460.82899654947,Movimiento Ciudadano,5,62144.7215336757
PUEBLA,7.0,1.0,18.0,63337.29377095126,MORENA-PT-Partido Verde,5,64042.06627791106
PUEBLA,7.0,2.0,49.0,63576.33624048525,MORENA-PT-Partido Verde,5,64283.76864259517
PUEBLA,6.0,2.0,32.0,65123.02438065338,Movimiento Ciudadano,5,65847.667231981
PUEBLA,7.0,1.0,30.0,74389.50338148224,MORENA-PT-Partido Verde,5,75217.25704237052
PUEBLA,7.0,1.0,39.0,68432.99885797841,MORENA-PT-Partido Verde,5,69194.47275893681
MEXICO,7.0,1.0,50.0,66670.31087518018,MORENA-PT-Partido Verde,5,67412.17083378864
MEXICO,4.0,2.0,53.0,55473.06790370331,MORENA-PT-Partido Verde,5,56090.33287995297
MEXICO,2.0,2.0,64.0,75586.17417232522,PAN-PRI-PRD,5,76427.24353748589
MEXICO,99.0,2.0,35.0,56822.619345309686,NS,5,57454.90117334041
QUERETARO,7.0,1.0,40.0,65101.219254110154,MORENA-PT-Partido Verde,5,65825.61947344667
QUERETARO,5.0,2.0,47.0,60481.011705397716,MORENA-PT-Partido Verde,5,61154.001530274436
MEXICO,2.0,2.0,53.0,55473.06790370331,PAN-PRI-PRD,5,56090.33287995297
MEXICO,7.0,1.0,57.0,66670.31087518018,MORENA-PT-Partido Verde,5,67412.17083378864
MEXICO,1.0,2.0,32.0,56822.619345309686,PAN-PRI-PRD,5,57454.90117334041
MEXICO,2.0,1.0,74.0,65350.16013977783,PAN-PRI-PRD,5,66077.33039682248
MEXICO,4.0,1.0,53.0,66670.31087518018,MORENA-PT-Partido Verde,5,67412.17083378864
PUEBLA,6.0,1.0,53.0,62702.41063039227,Movimiento Ciudadano,5,63400.1186078157
PUEBLA,7.0,1.0,31.0,61045.000987875144,MORENA-PT-Partido Verde,5,61724.26648569027
PUEBLA,4.0,2.0,38.0,51964.76980752837,MORENA-PT-Partido Verde,5,52542.996929503024
MEXICO,7.0,1.0,20.0,55264.49314258198,MORENA-PT-Partido Verde,5,55879.437246742986
COAHUILA DE ZARAGOZA,7.0,2.0,61.0,74074.21575393344,MORENA-PT-Partido Verde,5,74898.46111760137
COAHUILA DE ZARAGOZA,99.0,2.0,35.0,55685.99034384253,NS,5,56305.624570071006
COAHUILA DE ZARAGOZA,2.0,2.0,32.0,55685.99034384253,PAN-PRI-PRD,5,56305.624570071006
COAHUILA DE ZARAGOZA,99.0,1.0,46.0,65336.69743478154,NS,5,66063.71788838835
COAHUILA DE ZARAGOZA,7.0,1.0,40.0,58516.31354421042,MORENA-PT-Partido Verde,5,59167.44160067172
COAHUILA DE ZARAGOZA,99.0,2.0,56.0,54363.43412570834,NS,5,54968.35188386635
HIDALGO,7.0,2.0,31.0,27578.14246457574,MORENA-PT-Partido Verde,5,27885.01248450968
HIDALGO,7.0,1.0,18.0,26821.925540898144,MORENA-PT-Partido Verde,5,27120.380914967467
