N_estado,voto,genero,edad,ponderado,partido,encuesta,homo_pon
JALISCO,7.0,1.0,42.0,58702.5344180911,MORENA-PT-Partido Verde,5,59355.73460842993
JALISCO,7.0,2.0,28.0,55863.20406693374,MORENA-PT-Partido Verde,5,56484.810201850676
JALISCO,4.0,2.0,36.0,54320.260245725134,MORENA-PT-Partido Verde,5,54924.69759555151
JALISCO,6.0,2.0,21.0,69655.3142916163,Movimiento Ciudadano,5,70430.38925225331
TABASCO,7.0,2.0,35.0,83079.12997760215,MORENA-PT-Partido Verde,5,84003.57564340683
JALISCO,6.0,2.0,24.0,69655.3142916163,Movimiento Ciudadano,5,70430.38925225331
JALISCO,7.0,1.0,64.0,64246.762535007016,MORENA-PT-Partido Verde,5,64961.654965675
SONORA,99.0,1.0,75.0,58341.34530880478,NS,5,58990.526442772825
JALISCO,7.0,2.0,61.0,74309.94771232657,MORENA-PT-Partido Verde,5,75136.81613412338
JALISCO,2.0,2.0,21.0,69655.3142916163,PAN-PRI-PRD,5,70430.38925225331
COAHUILA DE ZARAGOZA,6.0,1.0,21.0,54159.03150809599,Movimiento Ciudadano,5,54761.67481882079
COAHUILA DE ZARAGOZA,99.0,2.0,25.0,69434.3481335722,NS,5,70206.96433943954
COAHUILA DE ZARAGOZA,1.0,1.0,40.0,58516.31354421042,PAN-PRI-PRD,5,59167.44160067172
COAHUILA DE ZARAGOZA,1.0,2.0,35.0,55685.99034384253,PAN-PRI-PRD,5,56305.624570071006
SONORA,7.0,2.0,28.0,50728.38458979718,MORENA-PT-Partido Verde,5,51292.85409350952
SONORA,7.0,2.0,46.0,49523.57275003508,MORENA-PT-Partido Verde,5,50074.63596165363
SONORA,7.0,2.0,72.0,67479.54524559608,MORENA-PT-Partido Verde,5,68230.4097906338
SONORA,7.0,1.0,60.0,59519.90967267235,MORENA-PT-Partido Verde,5,60182.205035428575
SONORA,99.0,2.0,47.0,49523.57275003508,NS,5,50074.63596165363
BAJA CALIFORNIA,99.0,2.0,68.0,84073.17454671695,NS,5,85008.68123583497
BAJA CALIFORNIA,4.0,2.0,25.0,78806.99121490655,MORENA-PT-Partido Verde,5,79683.89954896552
SONORA,7.0,2.0,49.0,49523.57275003508,MORENA-PT-Partido Verde,5,50074.63596165363
SONORA,7.0,2.0,50.0,49523.57275003508,MORENA-PT-Partido Verde,5,50074.63596165363
BAJA CALIFORNIA,99.0,1.0,25.0,61469.725503229645,NS,5,62153.71703437572
JALISCO,6.0,1.0,74.0,64246.762535007016,Movimiento Ciudadano,5,64961.654965675
JALISCO,2.0,2.0,39.0,54320.260245725134,PAN-PRI-PRD,5,54924.69759555151
SONORA,7.0,2.0,65.0,67479.54524559608,MORENA-PT-Partido Verde,5,68230.4097906338
BAJA CALIFORNIA,1.0,1.0,25.0,61469.725503229645,PAN-PRI-PRD,5,62153.71703437572
SONORA,6.0,2.0,55.0,49523.57275003508,Movimiento Ciudadano,5,50074.63596165363
JALISCO,7.0,1.0,76.0,64246.762535007016,MORENA-PT-Partido Verde,5,64961.654965675
JALISCO,7.0,2.0,78.0,74309.94771232657,MORENA-PT-Partido Verde,5,75136.81613412338
JALISCO,7.0,2.0,68.0,74309.94771232657,MORENA-PT-Partido Verde,5,75136.81613412338
BAJA CALIFORNIA,1.0,2.0,46.0,61701.71954830215,PAN-PRI-PRD,5,62388.29254472738
TAMAULIPAS,7.0,2.0,30.0,52388.43241250164,MORENA-PT-Partido Verde,5,52971.37375162129
TAMAULIPAS,7.0,2.0,43.0,50941.46191655905,MORENA-PT-Partido Verde,5,51508.30239371875
TAMAULIPAS,7.0,2.0,67.0,69687.76206676742,MORENA-PT-Partido Verde,5,70463.19808324495
TAMAULIPAS,99.0,2.0,40.0,50941.46191655905,NS,5,51508.30239371875
TAMAULIPAS,1.0,1.0,18.0,50951.895515712386,PAN-PRI-PRD,5,51518.852090567365
TAMAULIPAS,6.0,1.0,18.0,50951.895515712386,Movimiento Ciudadano,5,51518.852090567365
TAMAULIPAS,7.0,1.0,18.0,50951.895515712386,MORENA-PT-Partido Verde,5,51518.852090567365
TAMAULIPAS,1.0,2.0,25.0,65322.65354070296,PAN-PRI-PRD,5,66049.5177238118
TAMAULIPAS,1.0,2.0,26.0,52388.43241250164,PAN-PRI-PRD,5,52971.37375162129
TAMAULIPAS,5.0,1.0,22.0,50951.895515712386,MORENA-PT-Partido Verde,5,51518.852090567365
BAJA CALIFORNIA,1.0,2.0,48.0,61701.71954830215,PAN-PRI-PRD,5,62388.29254472738
BAJA CALIFORNIA,6.0,1.0,38.0,66415.17824198604,Movimiento Ciudadano,5,67154.19926550904
BAJA CALIFORNIA,7.0,1.0,18.0,61469.725503229645,MORENA-PT-Partido Verde,5,62153.71703437572
BAJA CALIFORNIA,7.0,1.0,34.0,72196.0488194791,MORENA-PT-Partido Verde,5,72999.39527288302
BAJA CALIFORNIA,7.0,2.0,18.0,78806.99121490655,MORENA-PT-Partido Verde,5,79683.89954896552
JALISCO,7.0,1.0,28.0,56722.725496843435,MORENA-PT-Partido Verde,5,57353.89577694052
JALISCO,1.0,1.0,77.0,57109.11091101712,PAN-PRI-PRD,5,57744.58061410478
JALISCO,6.0,2.0,40.0,48285.41773444386,Movimiento Ciudadano,5,48822.70363474408
JALISCO,5.0,2.0,63.0,66054.30185501996,MORENA-PT-Partido Verde,5,66789.30730192449
JALISCO,2.0,2.0,25.0,69655.3142916163,PAN-PRI-PRD,5,70430.38925225331
JALISCO,5.0,1.0,29.0,63812.085623470324,MORENA-PT-Partido Verde,5,64522.14127759763
JALISCO,5.0,2.0,63.0,74309.94771232657,MORENA-PT-Partido Verde,5,75136.81613412338
JALISCO,7.0,2.0,33.0,55863.20406693374,MORENA-PT-Partido Verde,5,56484.810201850676
JALISCO,99.0,1.0,62.0,57109.11091101712,NS,5,57744.58061410478
JALISCO,6.0,2.0,52.0,48477.5795607981,Movimiento Ciudadano,5,49017.00370168358
OAXACA,1.0,2.0,38.0,36791.48905386449,PAN-PRI-PRD,5,37200.87866354763
JALISCO,5.0,1.0,56.0,65544.62333024298,MORENA-PT-Partido Verde,5,66273.95743582134
TAMAULIPAS,7.0,1.0,45.0,66207.35671537434,MORENA-PT-Partido Verde,5,66944.06524826837
TAMAULIPAS,7.0,2.0,44.0,61264.830941478795,MORENA-PT-Partido Verde,5,61946.542551186016
TAMAULIPAS,1.0,2.0,20.0,78560.39413189817,PAN-PRI-PRD,5,79434.55850842354
TAMAULIPAS,6.0,1.0,41.0,66207.35671537434,Movimiento Ciudadano,5,66944.06524826837
OAXACA,1.0,2.0,36.0,36791.48905386449,PAN-PRI-PRD,5,37200.87866354763
TAMAULIPAS,7.0,2.0,18.0,78560.39413189817,MORENA-PT-Partido Verde,5,79434.55850842354
TAMAULIPAS,4.0,2.0,36.0,61264.830941478795,MORENA-PT-Partido Verde,5,61946.542551186016
TAMAULIPAS,7.0,1.0,43.0,66207.35671537434,MORENA-PT-Partido Verde,5,66944.06524826837
OAXACA,1.0,1.0,18.0,80367.24999109199,PAN-PRI-PRD,5,81261.51977878639
SONORA,99.0,1.0,25.0,77584.56744486101,NS,5,78447.87351375062
SONORA,1.0,2.0,22.0,99466.95344716065,PAN-PRI-PRD,5,100573.75119564228
SONORA,7.0,1.0,62.0,91743.60640232553,MORENA-PT-Partido Verde,5,92764.46421976759
SONORA,7.0,1.0,35.0,91122.89298563826,MORENA-PT-Partido Verde,5,92136.84394418666
OAXACA,7.0,2.0,31.0,82633.12290390811,MORENA-PT-Partido Verde,5,83552.60571915927
OAXACA,7.0,1.0,48.0,96953.92532173492,MORENA-PT-Partido Verde,5,98032.75987465563
TAMAULIPAS,6.0,1.0,34.0,71970.13821473255,Movimiento Ciudadano,5,72770.97089506888
TAMAULIPAS,6.0,1.0,41.0,66207.35671537434,Movimiento Ciudadano,5,66944.06524826837
TAMAULIPAS,7.0,2.0,19.0,78560.39413189817,MORENA-PT-Partido Verde,5,79434.55850842354
SONORA,1.0,1.0,65.0,91743.60640232553,PAN-PRI-PRD,5,92764.46421976759
CHIHUAHUA,2.0,1.0,19.0,113747.24798726718,PAN-PRI-PRD,5,115012.94673047005
CHIHUAHUA,7.0,1.0,30.0,133595.87669443345,MORENA-PT-Partido Verde,5,135082.43690772456
CHIHUAHUA,7.0,1.0,34.0,133595.87669443345,MORENA-PT-Partido Verde,5,135082.43690772456
CHIHUAHUA,99.0,1.0,22.0,113747.24798726718,NS,5,115012.94673047005
CHIHUAHUA,7.0,1.0,40.0,122898.60883164055,MORENA-PT-Partido Verde,5,124266.13743116324
CHIHUAHUA,99.0,2.0,30.0,40757.957986709516,NS,5,41211.483650953
CHIHUAHUA,7.0,1.0,55.0,47821.5499552777,MORENA-PT-Partido Verde,5,48353.67426375489
CHIHUAHUA,1.0,1.0,25.0,39640.33892865725,PAN-PRI-PRD,5,40081.428520273155
CHIHUAHUA,7.0,1.0,22.0,39640.33892865725,MORENA-PT-Partido Verde,5,40081.428520273155
SONORA,99.0,2.0,58.0,77877.38081745022,NS,5,78743.94510598239
CHIHUAHUA,7.0,1.0,40.0,122898.60883164055,MORENA-PT-Partido Verde,5,124266.13743116324
CHIHUAHUA,7.0,1.0,23.0,113747.24798726718,MORENA-PT-Partido Verde,5,115012.94673047005
CHIHUAHUA,1.0,1.0,21.0,113747.24798726718,PAN-PRI-PRD,5,115012.94673047005
CHIHUAHUA,99.0,1.0,60.0,122898.60883164055,NS,5,124266.13743116324
CHIHUAHUA,7.0,2.0,39.0,39632.22163679798,MORENA-PT-Partido Verde,5,40073.22090494421
CHIHUAHUA,7.0,2.0,49.0,39789.94627602732,MORENA-PT-Partido Verde,5,40232.7005921521
CHIHUAHUA,7.0,1.0,33.0,46557.48534884335,MORENA-PT-Partido Verde,5,47075.54404244193
CHIHUAHUA,7.0,1.0,18.0,39640.33892865725,MORENA-PT-Partido Verde,5,40081.428520273155
CHIHUAHUA,99.0,2.0,55.0,39789.94627602732,NS,5,40232.7005921521
SONORA,5.0,2.0,74.0,106113.7141499131,MORENA-PT-Partido Verde,5,107294.47233978304
CHIHUAHUA,7.0,2.0,43.0,113723.95556255398,MORENA-PT-Partido Verde,5,114989.39512416603
CHIHUAHUA,7.0,2.0,32.0,40757.957986709516,MORENA-PT-Partido Verde,5,41211.483650953
SONORA,6.0,1.0,52.0,93596.93605295592,Movimiento Ciudadano,5,94638.4164089741
OAXACA,99.0,2.0,28.0,82633.12290390811,NS,5,83552.60571915927
OAXACA,7.0,1.0,50.0,96953.92532173492,MORENA-PT-Partido Verde,5,98032.75987465563
OAXACA,1.0,2.0,43.0,80350.79290616952,PAN-PRI-PRD,5,81244.87957108888
OAXACA,1.0,1.0,20.0,80367.24999109199,PAN-PRI-PRD,5,81261.51977878639
OAXACA,1.0,2.0,40.0,36791.48905386449,PAN-PRI-PRD,5,37200.87866354763
OAXACA,99.0,1.0,66.0,95034.12332691203,NS,5,96091.59568413092
OAXACA,7.0,2.0,28.0,82633.12290390811,MORENA-PT-Partido Verde,5,83552.60571915927
OAXACA,4.0,1.0,82.0,95034.12332691203,MORENA-PT-Partido Verde,5,96091.59568413092
SONORA,99.0,1.0,25.0,77584.56744486101,NS,5,78447.87351375062
SONORA,7.0,1.0,50.0,93596.93605295592,MORENA-PT-Partido Verde,5,94638.4164089741
JALISCO,6.0,1.0,23.0,54331.38587502563,Movimiento Ciudadano,5,54935.9470229682
JALISCO,7.0,2.0,50.0,54536.43897849005,MORENA-PT-Partido Verde,5,55143.28181201128
JALISCO,5.0,2.0,23.0,69655.3142916163,MORENA-PT-Partido Verde,5,70430.38925225331
JALISCO,7.0,1.0,51.0,65544.62333024298,MORENA-PT-Partido Verde,5,66273.95743582134
JALISCO,3.0,1.0,28.0,63812.085623470324,PAN-PRI-PRD,5,64522.14127759763
JALISCO,99.0,2.0,87.0,66054.30185501996,NS,5,66789.30730192449
JALISCO,7.0,1.0,23.0,48295.30733467594,MORENA-PT-Partido Verde,5,48832.70327943706
JALISCO,99.0,1.0,77.0,57109.11091101712,NS,5,57744.58061410478
JALISCO,99.0,2.0,46.0,48477.5795607981,NS,5,49017.00370168358
TAMAULIPAS,7.0,2.0,35.0,67722.46624862305,MORENA-PT-Partido Verde,5,68476.03384638221
TAMAULIPAS,7.0,2.0,21.0,84442.51900587665,MORENA-PT-Partido Verde,5,85382.13549831773
TAMAULIPAS,1.0,1.0,34.0,77358.82477689248,PAN-PRI-PRD,5,78219.61894139591
TAMAULIPAS,1.0,1.0,40.0,71164.56122127363,PAN-PRI-PRD,5,71956.43001187885
TAMAULIPAS,1.0,1.0,20.0,65865.45665647315,PAN-PRI-PRD,5,66598.3607678756
TAMAULIPAS,1.0,2.0,25.0,84442.51900587665,PAN-PRI-PRD,5,85382.13549831773
TAMAULIPAS,7.0,2.0,39.0,65851.96915486307,MORENA-PT-Partido Verde,5,66584.72318690852
TAMAULIPAS,6.0,1.0,29.0,77358.82477689248,Movimiento Ciudadano,5,78219.61894139591
TAMAULIPAS,6.0,1.0,38.0,71164.56122127363,Movimiento Ciudadano,5,71956.43001187885
TAMAULIPAS,7.0,1.0,35.0,77358.82477689248,MORENA-PT-Partido Verde,5,78219.61894139591
OAXACA,7.0,2.0,70.0,109919.63573980355,MORENA-PT-Partido Verde,5,111142.74352720918
OAXACA,1.0,1.0,38.0,86833.07415609309,PAN-PRI-PRD,5,87799.2910516448
OAXACA,7.0,1.0,65.0,95034.12332691203,MORENA-PT-Partido Verde,5,96091.59568413092
OAXACA,7.0,1.0,58.0,96953.92532173492,MORENA-PT-Partido Verde,5,98032.75987465563
OAXACA,99.0,2.0,33.0,82633.12290390811,NS,5,83552.60571915927
OAXACA,7.0,1.0,19.0,80367.24999109199,MORENA-PT-Partido Verde,5,81261.51977878639
OAXACA,1.0,1.0,30.0,94391.14712720345,PAN-PRI-PRD,5,95441.46490106074
OAXACA,6.0,1.0,29.0,94391.14712720345,Movimiento Ciudadano,5,95441.46490106074
OAXACA,5.0,2.0,60.0,80670.56553812185,MORENA-PT-Partido Verde,5,81568.21040621128
OAXACA,6.0,2.0,26.0,82633.12290390811,Movimiento Ciudadano,5,83552.60571915927
VERACRUZ DE IGNACIO DE LA LLAVE,99.0,1.0,21.0,59204.87705781648,NS,5,59863.66696095283
VERACRUZ DE IGNACIO DE LA LLAVE,4.0,1.0,24.0,59204.87705781648,MORENA-PT-Partido Verde,5,59863.66696095283
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,35.0,60874.09837927248,MORENA-PT-Partido Verde,5,61551.46219400739
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,2.0,32.0,60874.09837927248,PAN-PRI-PRD,5,61551.46219400739
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,2.0,37.0,59192.75346655669,PAN-PRI-PRD,5,59851.40846696361
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,52.0,59428.32329585023,MORENA-PT-Partido Verde,5,60089.59955032832
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,1.0,51.0,71423.93486877157,PAN-PRI-PRD,5,72218.68978546307
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,27.0,60874.09837927248,MORENA-PT-Partido Verde,5,61551.46219400739
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,42.0,59192.75346655669,MORENA-PT-Partido Verde,5,59851.40846696361
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,28.0,60874.09837927248,MORENA-PT-Partido Verde,5,61551.46219400739
SINALOA,5.0,1.0,56.0,100759.69924758404,MORENA-PT-Partido Verde,5,101880.88175493968
JALISCO,7.0,2.0,65.0,100604.63682421998,MORENA-PT-Partido Verde,5,101724.09390684804
JALISCO,99.0,1.0,27.0,86392.09011420612,NS,5,87353.40005194157
JALISCO,99.0,2.0,56.0,48477.5795607981,NS,5,49017.00370168358
JALISCO,6.0,2.0,28.0,49656.944428366485,Movimiento Ciudadano,5,50209.49170547787
JALISCO,99.0,2.0,20.0,61916.78634785916,NS,5,62605.75245517472
JALISCO,99.0,2.0,49.0,73834.24165977583,NS,5,74655.81676183523
JALISCO,2.0,2.0,44.0,73541.56775044772,PAN-PRI-PRD,5,74359.88618471287
JALISCO,99.0,1.0,23.0,73556.63020076124,NS,5,74375.1162392961
JALISCO,1.0,1.0,46.0,58262.78267870822,PAN-PRI-PRD,5,58911.08962341951
JALISCO,7.0,1.0,41.0,52180.83241181015,MORENA-PT-Partido Verde,5,52761.46372528422
JALISCO,1.0,2.0,51.0,73834.24165977583,PAN-PRI-PRD,5,74655.81676183523
JALISCO,7.0,2.0,31.0,75630.48461220882,MORENA-PT-Partido Verde,5,76472.04703253403
JALISCO,2.0,2.0,65.0,66054.30185501996,PAN-PRI-PRD,5,66789.30730192449
JALISCO,1.0,2.0,26.0,49656.944428366485,PAN-PRI-PRD,5,50209.49170547787
JALISCO,1.0,2.0,41.0,48285.41773444386,PAN-PRI-PRD,5,48822.70363474408
JALISCO,7.0,1.0,26.0,86392.09011420612,MORENA-PT-Partido Verde,5,87353.40005194157
JALISCO,7.0,1.0,85.0,86980.57811840058,MORENA-PT-Partido Verde,5,87948.43633348322
JALISCO,7.0,1.0,52.0,88737.6889490875,MORENA-PT-Partido Verde,5,89725.09904792487
JALISCO,7.0,1.0,60.0,58262.78267870822,MORENA-PT-Partido Verde,5,58911.08962341951
JALISCO,99.0,1.0,33.0,56722.725496843435,NS,5,57353.89577694052
JALISCO,3.0,2.0,21.0,77512.28469356045,PAN-PRI-PRD,5,78374.78645123291
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
,,,,,,5,
